Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;Kantonskürzel;E;N
La Chaux-des-Breuleux;2345;3;La Chaux-des-Breuleux;JU;2568858;1230279
La Chaux-du-Milieu;2405;0;La Chaux-du-Milieu;NE;2543986;1207208
La Châtagne;2406;3;La Brévine;NE;2539382;1204332
La Cibourg;2300;8;La Chaux-de-Fonds;NE;2557946;1219098
La Cibourg;2333;2;La Ferrière;BE;2558365;1219507
La Cibourg;2616;2;Renan (BE);BE;2558612;1218732
La Comballaz;1862;2;Ormont-Dessous;VD;2572201;1136265
La Conversion;1093;0;Lutry;VD;2542196;1151678
La Corbaz;1782;4;La Sonnaz;FR;2575310;1187618
La Coudre;1148;9;L'Isle;VD;2520691;1165837
La Croix (Lutry);1090;0;Lutry;VD;2543866;1151802
La Croix-de-Rozon;1257;0;Bardonnex;GE;2498484;1111636
La Cure;1265;0;Saint-Cergue;VD;2495288;1146728
La Côte-aux-Fées;2117;0;La Côte-aux-Fées;NE;2527638;1191087
La Ferrière;2333;0;La Ferrière;BE;2558711;1221262
La Forclaz VD;1866;0;Ormont-Dessous;VD;2571491;1133418
La Forclaz VS;1985;1;Evolène;VS;2606439;1103850
La Fouly VS;1944;0;Orsières;VS;2573532;1086769
La Garde (Sembrancher);1933;4;Sembrancher;VS;2577391;1101557
La Heutte;2604;0;La Heutte;BE;2583653;1226809
La Joux FR;1697;0;Vuisternens-devant-Romont;FR;2561742;1164331
La Lécherette;1660;4;Château-d'Oex;VD;2574448;1141160
La Magne;1687;2;Vuisternens-devant-Romont;FR;2561162;1165030
La Muraz (Savièse);1965;11;Savièse;VS;2592160;1120598
La Neirigue;1686;2;Vuisternens-devant-Romont;FR;2563021;1170559
La Neuveville;2520;0;La Neuveville;BE;2574052;1212660
La Place (Ayent);1966;7;Ayent;VS;2597898;1124703
La Plaine;1283;0;Dardagny;GE;2489134;1115030
La Praz;1148;6;La Praz;VD;2522590;1168999
La Punt-Chamues-ch;7522;0;La Punt-Chamues-ch;GR;2790843;1161502
La Rippe;1278;0;La Rippe;VD;2500904;1137773
La Roche FR;1634;0;La Roche;FR;2577001;1171727
La Russille;1356;2;Les Clées;VD;2526621;1176542
La Rösa;7742;3;Poschiavo;GR;2802237;1142272
La Sage;1985;0;Evolène;VS;2606142;1105367
La Sagne (Ste-Croix);1450;2;Sainte-Croix;VD;2528173;1185288
La Sagne NE;2314;0;La Sagne;NE;2551649;1209834
La Sarraz;1315;0;La Sarraz;VD;2529266;1168007
La Tanne;2720;2;Tavannes;BE;2578388;1230168
La Tine;1658;2;Rossinière;VD;2570111;1146464
La Tour VS;1984;1;Evolène;VS;2605186;1105161
La Tour-de-Peilz;1814;0;La Tour-de-Peilz;VD;2555313;1144863
La Tour-de-Trême;1635;0;Bulle;FR;2571469;1162047
La Tzoumaz;1918;0;Riddes;VS;2584512;1110346
La Vernaz (Les Agettes);1992;2;Les Agettes;VS;2594965;1117643
La Verrerie;1624;0;Semsales;FR;2560501;1159599
La Vraconnaz;1454;2;Sainte-Croix;VD;2527074;1188287
La Vue-des-Alpes;2052;2;Val-de-Ruz;NE;2556908;1213778
Laax GR;7031;0;Laax;GR;2738529;1185263
Laax GR 2;7032;0;Laax;GR;2736905;1189768
Lachen SZ;8853;0;Lachen;SZ;2707535;1228362
Laconnex;1287;0;Laconnex;GE;2491541;1112445
Ladir;7155;0;Ilanz/Glion;GR;2734806;1183730
Ladir;7155;0;Ilanz/Glion;GR;2732439;1189009
Lajoux JU;2718;0;Lajoux (JU);JU;2577358;1236523
Lalden;3931;1;Lalden;VS;2635492;1127570
Lamboing;2516;0;Plateau de Diesse;BE;2577060;1218529
Lamone;6814;2;Lamone;TI;2715583;1100329
Lampenberg;4432;0;Lampenberg;BL;2623808;1252861
Lamperswil TG;8556;4;Wigoltingen;TG;2720230;1274548
Landiswil;3434;1;Landiswil;BE;2618372;1200838
Landquart;7302;0;Landquart;GR;2761328;1203567
Landschlacht;8597;0;Münsterlingen;TG;2735744;1276555
Langenbruck;4438;0;Langenbruck;BL;2624688;1244234
Langendorf;4513;0;Langendorf;SO;2605750;1230093
Langenthal;4900;0;Langenthal;BE;2627177;1229642
Langnau am Albis;8135;0;Langnau am Albis;ZH;2682525;1238068
Langnau b. Reiden;6262;0;Reiden;LU;2639194;1231220
Langnau im Emmental;3550;0;Langnau im Emmental;BE;2626434;1199398
Langrickenbach;8585;4;Langrickenbach;TG;2736057;1271854
Langwies;7057;0;Arosa;GR;2773790;1188119
Langwiesen;8246;0;Feuerthalen;ZH;2691802;1281917
Lanna;1983;2;Evolène;VS;2602798;1107695
Lanterswil;9503;2;Bussnang;TG;2724814;1264552
Lantsch/Lenz;7083;0;Lantsch/Lenz;GR;2762791;1172634
Lanzenhäusern;3148;0;Schwarzenburg;BE;2593484;1188031
Lanzenneunforn;8506;0;Herdern;TG;2712481;1275702
Largario;6724;2;Acquarossa;TI;2715356;1150343
Latsch;7484;0;Bergün/Bravuogn;GR;2777225;1167498
Latterbach;3758;0;Erlenbach im Simmental;BE;2610670;1168103
Lauenen b. Gstaad;3782;0;Lauenen;BE;2590962;1141499
Lauerz;6424;0;Lauerz;SZ;2686764;1209636
Laufen;4242;0;Laufen;BL;2604271;1251663
Laufenburg;5080;0;Laufenburg;AG;2647104;1267648
Laupen BE;3177;0;Laupen;BE;2585129;1194994
Laupen ZH;8637;0;Wald (ZH);ZH;2713019;1236165
Laupersdorf;4712;0;Laupersdorf;SO;2615789;1240505
Lauperswil;3438;0;Lauperswil;BE;2622774;1201761
Laura;6549;0;Roveredo (GR);GR;2728600;1119353
Lausanne;1015;0;Lac Léman (VD);VD;2534335;1152132
Lausanne;1006;0;Lac Léman (VD);VD;2538482;1148574
Lausanne;1003;0;Lausanne;VD;2537950;1152398
Lausanne;1018;0;Lausanne;VD;2537865;1154484
Lausanne;1012;0;Lausanne;VD;2540023;1153082
Lausanne;1007;0;Lausanne;VD;2538389;1152681
Lausanne;1010;0;Lausanne;VD;2540185;1154171
Lausanne;1005;0;Lausanne;VD;2538908;1152372
Lausanne;1004;0;Lausanne;VD;2537089;1153350
Lausanne;1011;0;Lausanne;VD;2538943;1153014
Lausanne 25;1000;25;Lausanne;VD;2542094;1157052
Lausanne 26;1000;26;Lausanne;VD;2543067;1156403
Lausanne 27;1000;27;Lausanne;VD;2541920;1154775
Lausen;4415;0;Lausen;BL;2624438;1257567
Lauterbrunnen;3822;0;Lauterbrunnen;BE;2635999;1160278
Lauwil;4426;0;Lauwil;BL;2617878;1248572
Lavertezzo;6633;0;Lavertezzo;TI;2707743;1123823
Lavey-Village;1892;0;Lavey-Morcles;VD;2567636;1118753
Lavey-les-Bains;1892;1;Lavey-Morcles;VD;2567603;1116940
Lavigny;1175;0;Lavigny;VD;2520628;1150437
Lavin;7543;0;Lavin;GR;2803720;1183038
Lavorgo;6746;0;Faido;TI;2707754;1144340
Lax;3994;0;Lax;VS;2652209;1137804
Le Brassus;1348;0;Le Chenit;VD;2505841;1159695
Le Brouillet;2406;4;La Brévine;NE;2530735;1200745
Le Bry;1645;0;Pont-en-Ogoz;FR;2572965;1172191
Le Bémont JU;2360;0;Le Bémont (JU);JU;2567848;1234864
Le Cerneux-Péquignot;2414;0;Le Cerneux-Péquignot;NE;2541179;1207612
Le Cerneux-Veusil;2345;2;Saint-Imier;BE;2563946;1225552
Le Châble VS;1934;0;Bagnes;VS;2582545;1103272
Le Château-de-Ste-Croix;1450;3;Sainte-Croix;VD;2530972;1185630
Le Châtelard VS;1925;1;Finhaut;VS;2562705;1100833
Le Châtelard-près-Romont;1689;0;Le Châtelard;FR;2564776;1169694
Le Crêt-du-Locle;2322;0;La Chaux-de-Fonds;NE;2550480;1214095
Le Crêt-près-Semsales;1611;0;La Verrerie;FR;2559507;1162101
Le Fuet;2712;0;Saicourt;BE;2580764;1232621
Le Grand-Saconnex;1218;0;Le Grand-Saconnex;GE;2498586;1120961
Le Landeron;2525;0;Le Landeron;NE;2571612;1211470
Le Lieu;1345;0;Le Lieu;VD;2511461;1166899
Le Lignon;1219;0;Vernier;GE;2496334;1117864
Le Locle;2400;0;;;2544672;1211563
Le Locle;2400;0;Le Locle;NE;2547644;1212133
Le Mont-Pèlerin;1801;0;Chardonne;VD;2553276;1147988
Le Mont-sur-Lausanne;1052;0;Le Mont-sur-Lausanne;VD;2538459;1156484
Le Mouret;1724;0;Le Mouret;FR;2580067;1177799
Le Muids;1273;2;Arzier-Le Muids;VD;2506415;1145541
Le Noirmont;2340;0;Le Noirmont;JU;2563563;1230727
Le Pont;1342;0;L'Abbaye;VD;2515273;1168750
Le Prese;7746;0;Poschiavo;GR;2803541;1130289
Le Prédame;2714;2;Les Genevez (JU);JU;2574901;1234119
Le Prévoux;2400;2;Le Locle;NE;2544017;1209915
Le Pâquier NE;2058;0;Val-de-Ruz;NE;2565699;1216471
Le Pâquier-Montbarry;1661;0;Le Pâquier (FR);FR;2570589;1160423
Le Sentier;1347;0;Le Chenit;VD;2507559;1162607
